Description	NES_A549	NES_Calu-3	NES_HepG2	NES_U937	p.adjust_A549	p.adjust_Calu-3	p.adjust_HepG2	p.adjust_U937
mitotic sister chromatid cohesion	1.72597197444923	NA	NA	1.84010042036442	0.0182931688598424	NA	NA	0.00165832348090168
anterograde axonal transport	1.65812868024987	1.63215835850061	NA	1.59565942582671	0.0183105526321565	0.0131098989428785	NA	0.011528387777183
cellular response to nutrient	1.67130391036385	1.83330390959649	NA	1.57956706890792	0.0183137084372459	0.00346445131448817	NA	0.0218994290396024
endothelial cell proliferation	1.4577612193338	2.24718092780011	-1.48979839099428	1.83775250576268	0.0183139524147211	2.93223669890233e-08	0.0212181444415194	4.08743155802885e-05
neuron projection regeneration	1.64520775596608	2.06964655513773	-1.96828056464151	1.67140767276785	0.0184128226618288	0.000138939864113799	0.000577888303025051	0.00881806136694439
tRNA methylation	1.67925879099768	1.70436431079408	-1.74236363839813	1.89542890242637	0.0184153998980449	0.011730950470937	0.00929235469643902	0.000552322283682464
acyl-CoA metabolic process	1.52879822103151	2.11464614750108	1.73756437581964	1.88617981584455	0.0185209239356026	1.09595047625599e-05	0.00167087588784151	0.000106828892500936
thioester metabolic process	1.52879822103151	2.11464614750108	1.73756437581964	1.88617981584455	0.0185209239356026	1.09595047625599e-05	0.00167087588784151	0.000106828892500936
tissue homeostasis	1.36769871215054	2.11620320085924	-1.66122033141596	1.67942310005187	0.0185377069791133	9.79891958258982e-09	0.000393444781748952	4.91785006758486e-05
anatomical structure homeostasis	1.36769871215054	2.11620320085924	-1.66122033141596	1.67942310005187	0.0185377069791133	9.79891958258982e-09	0.000393444781748952	4.91785006758486e-05
mitochondrial depolarization	1.67643714841057	NA	NA	NA	0.0185403150505643	NA	NA	NA
protein localization to nuclear envelope	1.77541335196218	NA	NA	1.7513070283437	0.0185706572009103	NA	NA	0.00757325594636809
regulation of SNARE complex assembly	1.77470851598805	NA	NA	NA	0.0185706572009103	NA	NA	NA
ear development	1.40996782030838	1.9890461814298	NA	1.50779490210418	0.0187155576441495	1.27004546809343e-06	NA	0.00418254865230956
interleukin-17 production	1.64441198603637	2.19825102657633	NA	NA	0.0187819389297353	0.00012466776455925	NA	NA
regulation of interleukin-17 production	1.64441198603637	2.19825102657633	NA	NA	0.0187819389297353	0.00012466776455925	NA	NA
positive regulation of alpha-beta T cell activation	1.65611897315344	2.24723275446042	-1.93156334403948	1.60771910277341	0.0188295577997394	6.72449451914926e-06	0.000531602821200438	0.0100191498242647
single fertilization	1.45181906926936	NA	-1.58840649663652	NA	0.018864937060185	NA	0.0136940062324265	NA
cell-cell junction organization	1.40362567200248	2.46759485934616	-1.5886338753754	1.62773238305671	0.0189589192185605	6.64354322305229e-10	0.00471209330113713	0.000669849805294902
placenta blood vessel development	1.71096598999761	2.1554392522582	NA	1.6683637093422	0.0190529459485161	0.000361038589219739	NA	0.00979191940746545
organelle localization by membrane tethering	1.55400948487672	1.84482608106724	-1.52272296174703	1.67701447637992	0.0191118340361178	0.000895029112051829	0.0244664823759058	0.00698911939309601
toll-like receptor 9 signaling pathway	1.74319834915058	NA	NA	NA	0.0191772307357713	NA	NA	NA
lipopolysaccharide-mediated signaling pathway	1.6476798507497	2.06112750086452	NA	1.80509875539504	0.0191898546254006	0.000166047171470712	NA	0.00081023730558632
positive regulation of epithelial cell apoptotic process	1.76549076296226	1.70219801339367	NA	NA	0.019227490747709	0.0151810802113801	NA	NA
regulation of transcription of nucleolar large rRNA by RNA polymerase I	1.76545465663646	2.29516414233488	NA	NA	0.019227490747709	1.11706403824772e-05	NA	NA
negative regulation of DNA-templated DNA replication	1.88471782481052	NA	NA	NA	0.0192397845009094	NA	NA	NA
negative regulation of ERBB signaling pathway	1.70801933281229	2.47638824468657	-1.73151098762712	NA	0.0192617218132571	1.37406410329291e-06	0.00948364753072846	NA
negative regulation of lymphocyte proliferation	1.54488603649582	1.8984143826528	NA	1.49002856588451	0.0193556145889523	0.000612493088598328	NA	0.026947913215093
leukocyte degranulation	1.54479482028723	2.00881645183815	-1.81903183857566	1.70828485534195	0.0193556145889523	0.000207222256157823	0.00675870945206166	0.00241579364254602
cristae formation	1.7911523430295	1.83841400008954	NA	NA	0.0193843359762225	0.00487051901776989	NA	NA
chromatin looping	1.76271877026527	NA	NA	1.62664486487236	0.019428973091376	NA	NA	0.0305018746518309
peptidyl-threonine phosphorylation	1.54297763352565	2.35389786931687	-1.5141753822873	1.87305026771845	0.0194654357245255	2.26136936896478e-07	0.0270413364445	0.000307339142793354
homologous recombination	1.56986908417753	-1.81632816964259	1.52299158424637	NA	0.0196310649631759	0.00399412023299197	0.0408432413617635	NA
purine-containing compound salvage	1.76686545896437	1.67491628620308	NA	NA	0.0196348232034529	0.019528277041583	NA	NA
sno(s)RNA processing	1.79417858082685	NA	NA	NA	0.0196532690485915	NA	NA	NA
nucleoside diphosphate biosynthetic process	1.79377825124634	NA	NA	NA	0.0196532690485915	NA	NA	NA
cellular response to misfolded protein	1.74007533116441	1.65940526399961	-1.61529288872761	NA	0.0196974204940379	0.0228115717696431	0.0477919968962185	NA
regulation of transcription regulatory region DNA binding	1.6937016306668	1.85542946117087	NA	1.61187466950952	0.0198124836146312	0.005002189981315	NA	0.0161287586604854
negative regulation of chemotaxis	1.61026341104994	1.51840358846283	NA	1.58281819425081	0.0199244140181985	0.0401996152779531	NA	0.0202129858031352
macrophage chemotaxis	1.69013814489381	1.70563742153788	NA	1.85180255400277	0.0200326231539717	0.0195093262472003	NA	0.000903567849215004
positive regulation of nitric oxide metabolic process	1.68910142191199	1.87749144515231	NA	NA	0.0200326231539717	0.00227088412069955	NA	NA
negative regulation of epithelial cell migration	1.76580133458368	1.8234055997695	NA	NA	0.02005870656864	0.00568161749215581	NA	NA
coenzyme A metabolic process	1.73727292066047	1.70286414155161	NA	NA	0.0201247290436036	0.0184685364765153	NA	NA
positive regulation of actin filament bundle assembly	1.63533114075828	1.99395250617073	NA	1.66264217402569	0.0201247290436036	0.0001917367478003	NA	0.0107071120856555
response to muscle stretch	1.7421377970552	NA	NA	1.59145153060578	0.0201604742302235	NA	NA	0.0283737369597584
protein targeting to lysosome	1.70144810883826	NA	-1.67937390791427	1.53429854119929	0.0201604742302235	NA	0.0252228152081427	0.0398253149798917
unsaturated fatty acid biosynthetic process	1.5932741668013	2.44748894611999	NA	NA	0.0202055078580761	1.37073543225516e-06	NA	NA
positive regulation of nitric-oxide synthase activity	1.84725310463467	NA	NA	NA	0.0203908355202976	NA	NA	NA
regulation of glial cell apoptotic process	1.84658294157728	1.76833645301032	NA	NA	0.0203908355202976	0.0127367426661192	NA	NA
cytoplasmic microtubule organization	1.56325481279126	1.51269395175932	-1.50856983970638	1.73999359031009	0.0204658162198222	0.033739176684897	0.0495786239717882	0.00184567596929046
multicellular organismal-level chemical homeostasis	1.57270677114305	2.17720407712638	NA	NA	0.0205094301571617	8.49712031222153e-06	NA	NA
ruffle organization	1.65295609623796	2.02744200188536	-1.85298532761937	1.58910110365699	0.0206263967083419	0.000199811421425577	0.00242650621376798	0.0178791311941671
carbohydrate homeostasis	1.36740213300796	2.61689391944887	-1.58438577180695	1.81407308908575	0.0206337692472391	6.64354322305229e-10	0.00299934730550639	2.04199619571902e-06
negative regulation of lipid biosynthetic process	1.63828328767544	2.17868891427354	-1.68519949503551	NA	0.0206850797528401	2.09851949564617e-05	0.0263215664081344	NA
negative regulation of tumor necrosis factor production	1.63796114917875	1.66255265158973	-1.93271654570864	1.93219120533349	0.0206850797528401	0.0106399936821002	0.000858141781428911	0.000250661204896886
apical junction assembly	1.53294782246991	2.16426024442225	NA	NA	0.0207006534351479	1.00830028041969e-05	NA	NA
plasminogen activation	1.78367774714616	NA	NA	1.52993449150494	0.0208323274680914	NA	NA	0.0457829743600369
negative regulation of T cell differentiation	1.58352840601139	1.80873839891146	-1.59438475833163	1.50595868009927	0.0208323274680914	0.00612156544818336	0.043470195375517	0.034005684011638
forebrain generation of neurons	1.58234687045509	1.90412275165129	-1.66557091004141	1.71196520673077	0.0208323274680914	0.00174243667549947	0.0242142798269024	0.00504596559917258
trophoblast giant cell differentiation	1.82843945182904	NA	NA	NA	0.0209705693736879	NA	NA	NA
mesonephric epithelium development	1.48127821445298	2.40747705354907	-1.81725176410533	NA	0.021082840629688	2.2759427096448e-08	0.00130997772937066	NA
mesonephric tubule development	1.48127821445298	2.40747705354907	-1.81725176410533	NA	0.021082840629688	2.2759427096448e-08	0.00130997772937066	NA
negative regulation of protein-containing complex disassembly	1.51149441299007	1.39362446397147	-1.88292930400724	1.66978258173588	0.021203679105055	0.0457395345802766	0.000443570831247157	0.0043974102044546
apoptotic nuclear changes	1.73809256682713	1.60053739010001	NA	NA	0.0212240844598474	0.03330340714901	NA	NA
intracellular copper ion homeostasis	1.72968949147635	2.14027980694111	NA	NA	0.0212240844598474	0.000391361579482791	NA	NA
negative regulation of T cell proliferation	1.60985377869221	1.92066494159499	NA	1.57404909807378	0.0212430877708813	0.000470958214343844	NA	0.0150729302812814
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	1.60824426605467	1.83423404400553	NA	2.02784678525124	0.0212430877708813	0.00167561617863235	NA	8.65198181876204e-05
developmental cell growth	1.38288629823164	2.46540006870353	-1.93024120992563	1.84922555890895	0.0212430877708813	6.64354322305229e-10	4.05871987846935e-06	1.40261418698334e-06
positive regulation of T cell receptor signaling pathway	1.73452800109259	1.73083287005641	NA	NA	0.0213505175369517	0.01439815788305	NA	NA
fatty acid transmembrane transport	1.73331757142863	1.82081546171954	NA	1.69384439469659	0.0213505175369517	0.0101344070234328	NA	0.0122682753064679
regulation of myeloid cell differentiation	1.34310378208836	1.57355788700018	-1.72002749170003	1.95276366103925	0.0214781536488199	0.00301476033065626	0.000993686538018015	8.34592132593832e-08
positive regulation of chemokine production	1.64022809587171	2.17231507685641	-1.67288032716809	1.67188485137419	0.0215193648935337	1.60043412431179e-05	0.0158218051759953	0.00487573990624619
regulation of translational initiation in response to stress	1.83925387787727	1.76057734862767	NA	NA	0.0215233482305506	0.0131502775886363	NA	NA
regulation of hippo signaling	1.66060377303895	2.1149406402913	-1.77398355874275	1.67963947080169	0.0217554076238173	0.000218614612234968	0.010822194648797	0.00740066352985448
DNA topological change	1.86994708532624	NA	NA	NA	0.0217707279653849	NA	NA	NA
regulation of actin filament bundle assembly	1.4941731882744	2.09419613027094	-1.4607780342363	1.86284697004822	0.0217707279653849	1.17502944520431e-05	0.0476914859396821	0.000170713111433995
response to glucocorticoid	1.44226003825555	2.01751769490636	-1.53497605320734	NA	0.0217822417081767	1.32054462277197e-05	0.0195096219770128	NA
chondroitin sulfate proteoglycan biosynthetic process	1.73508632402854	2.01364500247099	-1.92415735950885	1.53461649298705	0.0218620002206172	0.000857416721373074	0.00198293573660266	0.0409636835365508
protein localization to chromosome	1.50831468002267	-1.97283769040183	NA	2.02244735522917	0.0218729025303768	2.40580612025241e-05	NA	2.62353235689382e-06
ribonucleoprotein complex localization	1.82154118736319	NA	NA	NA	0.0219434355309648	NA	NA	NA
axonal transport	1.56116349453814	1.64123555504224	NA	1.89987432770349	0.0219438743191731	0.00835131055369452	NA	0.00027593661340173
neuron projection extension	1.41181218164528	2.31997846762611	-1.86926419043443	1.81808235533175	0.0219889643412109	5.17628901777133e-09	7.94876678863118e-05	7.20411328978216e-05
cellular response to arsenic-containing substance	1.7238714732441	1.97685518583433	NA	NA	0.0220080746950892	0.00226492911323798	NA	NA
maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1.72307888505478	NA	NA	1.63432325086234	0.0220080746950892	NA	NA	0.020452596189198
purine deoxyribonucleotide metabolic process	1.78939489473076	NA	NA	NA	0.0220610583643374	NA	NA	NA
positive regulation of lymphocyte migration	1.67051161909354	1.64824515743152	-1.78290937366974	NA	0.0220681530024798	0.0130777114123065	0.00847482529197252	NA
regulation of immunoglobulin production	1.56113347395748	1.81880876001678	-1.57335282617182	1.83739009772802	0.0222383109758369	0.00205875877698556	0.0497816654965245	0.000721630059548223
polyamine biosynthetic process	1.77631042084628	NA	NA	NA	0.0223172442725446	NA	NA	NA
somatic hypermutation of immunoglobulin genes	1.77518469512878	NA	NA	NA	0.0223172442725446	NA	NA	NA
negative regulation of epidermal growth factor receptor signaling pathway	1.72913090337382	2.32053678200561	-1.81227703690559	NA	0.0224288522758204	1.16548812785353e-05	0.00521629939521841	NA
tRNA decay	1.78578878440551	NA	NA	1.64485988685837	0.0224752988459014	NA	NA	0.0223998365153214
negative regulation of mononuclear cell proliferation	1.54527985216084	1.91635208846078	-1.53787601857997	1.49526015343574	0.022594053311921	0.000375327352021376	0.0394973826809304	0.0288421545912528
lymphocyte costimulation	1.60566320288659	1.84875862944799	NA	NA	0.0226041345967081	0.00311584367682588	NA	NA
regulation of actomyosin structure organization	1.47213453132349	1.84711716225657	-1.59339491099849	1.86396360872444	0.0226041345967081	0.000567041592121294	0.0151002568714802	0.000254146309056424
hippo signaling	1.59223793366789	2.24770131352056	-1.67650437904177	1.89099601762491	0.0226278576278154	2.69707612605788e-06	0.0140317502308384	0.00046629857909222
positive regulation of G2/M transition of mitotic cell cycle	1.74665650644234	NA	NA	1.81665470343755	0.0226279348590026	NA	NA	0.00177908144130733
type 2 mitophagy	1.78036411208944	NA	NA	NA	0.0226464464081791	NA	NA	NA
female meiotic nuclear division	1.67629585170392	NA	NA	NA	0.0226464464081791	NA	NA	NA
response to glucose	1.44501651508448	2.19750671577079	NA	1.79261247231951	0.0226506272878766	2.48623137884042e-08	NA	3.94971009953075e-05
response to hexose	1.37600042585511	2.19399787055872	NA	1.80496632660866	0.0226506272878766	2.37347612209889e-08	NA	1.23365364294935e-05
lysosomal protein catabolic process	1.69930381864061	1.8064660689474	NA	1.79463957519308	0.0226975617049025	0.00751788186830058	NA	0.00516314798330481
regulation of cellular pH	1.5238350106822	NA	NA	NA	0.0226975617049025	NA	NA	NA
mitotic G2 DNA damage checkpoint signaling	1.58321701620173	NA	NA	1.70086397934189	0.022737151435611	NA	NA	0.00997971610655194
negative regulation of endoplasmic reticulum unfolded protein response	1.77990009739106	1.87902317501798	-1.88448655925992	NA	0.0228255093122601	0.00569698709084342	0.00370580652946551	NA
maintenance of cell polarity	1.74508496957617	NA	NA	1.63792879271653	0.0228829901977548	NA	NA	0.0221186012549297
regulation of peptidyl-tyrosine phosphorylation	1.43800305459817	2.51815274452959	-1.99333283672352	1.82959190331977	0.0228829901977548	6.64354322305229e-10	4.43219158051438e-06	5.2458129290456e-05
positive regulation of glucose metabolic process	1.57248097284097	2.1215727923834	NA	NA	0.0231805180966886	0.000230554854149736	NA	NA
organic acid biosynthetic process	1.36122308815025	2.50114528244507	NA	1.43624037688247	0.0231809072620244	6.64354322305229e-10	NA	0.00392061991978896
negative regulation of protein depolymerization	1.48600984108169	NA	-2.00655360524589	1.56668781101412	0.0231900538800967	NA	7.8832350849039e-05	0.0246941029617779
embryonic skeletal system development	1.50502274267413	2.40231280977579	-1.55060703556342	1.50436537203799	0.023251615327815	3.98567049751395e-09	0.0194762975580057	0.0154047684266648
nuclear receptor-mediated corticosteroid signaling pathway	1.8040868207497	NA	NA	NA	0.0232553652017057	NA	NA	NA
very long-chain fatty acid metabolic process	1.63405648206506	1.90078238793142	NA	1.70183378735022	0.0232961803508941	0.00254018668707831	NA	0.00701001076603149
cellular response to dopamine	1.56826336450575	1.94502036057281	NA	NA	0.0234004840468007	0.00100673255061375	NA	NA
regulation of intracellular estrogen receptor signaling pathway	1.6647155656854	NA	NA	1.74180336013783	0.0234081274101677	NA	NA	0.00379439935686802
negative regulation of JNK cascade	1.66396472819122	1.72200797496808	NA	NA	0.0234081274101677	0.00715247701899199	NA	NA
receptor catabolic process	1.71940641688948	1.9613681974638	NA	NA	0.0234671212080069	0.00152509115597949	NA	NA
RIG-I signaling pathway	1.71892963718246	1.90715194013872	NA	NA	0.0234671212080069	0.00271925122795054	NA	NA
negative regulation of alpha-beta T cell activation	1.66508590459742	2.07983718524059	-1.67615076295686	1.92596985126824	0.0234671212080069	0.000247795979596425	0.0231946218724553	0.000424885591291523
regulation of signaling receptor activity	1.53319112898221	1.6650748245065	-1.74641512743226	NA	0.0234683852518475	0.00660062805973682	0.00717458401532912	NA
epithelial cell migration	1.49984720023737	2.11770633411464	-1.59522409418446	1.67485114865875	0.0235492275898651	1.08721034643424e-05	0.0144433049392178	0.00266953926376725
inositol phosphate metabolic process	1.57878512705661	1.66227679403874	NA	NA	0.0236743119310087	0.0112312498703304	NA	NA
histone mRNA catabolic process	1.83189901792533	NA	NA	1.5627953934839	0.0237249836299878	NA	NA	0.0392766228000653
nucleophagy	1.65687675268115	1.57202845312955	NA	NA	0.0237261311279786	0.0381987533242764	NA	NA
sno(s)RNA metabolic process	1.7341498846813	NA	NA	NA	0.0239842472671658	NA	NA	NA
Golgi to vacuole transport	1.76057213737926	1.8088421208029	NA	NA	0.0240188343132179	0.0091784626798277	NA	NA
protein targeting to vacuole	1.60148880745125	NA	-1.92788996240667	1.57418678171061	0.0240504700490614	NA	0.00233043244016575	0.0221407023149626
telomere capping	1.73214299932739	NA	NA	1.58977858142798	0.0240878171954002	NA	NA	0.019359877932859
regulation of intracellular pH	1.49994154162461	NA	NA	NA	0.0240915855535513	NA	NA	NA
regulation of cartilage development	1.53669307210766	2.09882859059446	-1.70300301531527	NA	0.024195968822055	3.51955485309714e-05	0.0102111720484759	NA
mRNA transcription	1.61207053431922	2.08546540673541	NA	1.94125116958569	0.0242564657069619	0.000117414802697679	NA	0.000196333315941727
phosphatidylinositol metabolic process	1.43479134243247	2.06869365113191	NA	1.88815785919262	0.0243902487247491	1.82665465347212e-06	NA	2.97104570544148e-05
regulation of neuronal synaptic plasticity	1.60961405922096	1.78954499093198	-1.83923393787986	1.69577487480323	0.0245109453969558	0.00384552834570933	0.00301528080171679	0.00471029755391203
regulation of gluconeogenesis	1.58046901369646	1.99081327277971	NA	NA	0.0245109453969558	0.000369598529893625	NA	NA
glucose homeostasis	1.37846262303797	2.62457224224605	-1.59915831486363	1.80802551399976	0.0247697326871113	6.64354322305229e-10	0.00199674954912314	1.37846633005166e-06
cellular response to oxygen levels	1.42132747535193	2.25938139981714	-1.49544059501285	1.77524063745774	0.0247718859103436	9.58835893187056e-09	0.0234238182787912	0.000128299861119455
mesonephros development	1.46571149821089	2.38868159945533	-1.75010383933404	NA	0.0247863676961922	1.88050660507115e-08	0.00373890156348027	NA
lymphocyte apoptotic process	1.5475500931979	2.0892812325502	-1.59846786107314	1.48139561950985	0.0247941661978095	2.69806870172933e-05	0.0193324675779014	0.0357867121182195
positive regulation of protein sumoylation	1.79391727102285	NA	NA	NA	0.0248026917413062	NA	NA	NA
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	1.66147250704892	2.06143483329176	NA	NA	0.0248496610907918	0.00048945398736546	NA	NA
response to purine-containing compound	1.43801485062463	1.97103893705967	-1.7603003451505	1.79810145762941	0.0249320242574443	4.46465616921384e-05	0.00102908917562859	0.000156708603691614
response to glucagon	1.74708024256367	NA	NA	NA	0.0249511675814947	NA	NA	NA
regulation of steroid biosynthetic process	1.51006430780699	1.9796675005782	NA	1.47832395165758	0.0249843423107077	0.00020611454528973	NA	0.0323514402049004
regulation of macrophage chemotaxis	1.63673732272723	1.86225202931001	NA	1.876259382594	0.0249928402878677	0.00419373554377096	NA	0.00112919648072266
mesoderm development	1.42831475448234	2.51738202545173	NA	1.56588502166741	0.0250643968769314	6.64354322305229e-10	NA	0.00575817344183429
TRIF-dependent toll-like receptor signaling pathway	1.85722404939277	NA	NA	NA	0.0251095090387312	NA	NA	NA
negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	1.72827652210546	1.75665775284219	NA	NA	0.0251095090387312	0.0124583525124931	NA	NA
negative regulation of signal transduction by p53 class mediator	1.59602957502293	1.55065641163787	NA	1.6361136263537	0.0251376688143038	0.0492614645950479	NA	0.0123157473926785
postsynaptic cytoskeleton organization	1.75555751434197	1.7092283380783	NA	1.60040073916323	0.0252226131134245	0.0145215397847413	NA	0.0335988188333076
chemokine production	1.49000937418346	2.24100774566459	-1.72303838345214	1.72978048233094	0.0252818302525939	2.36894324214302e-06	0.00817295746635188	0.00105709983294447
regulation of chemokine production	1.49000937418346	2.24100774566459	-1.72303838345214	1.72978048233094	0.0252818302525939	2.36894324214302e-06	0.00817295746635188	0.00105709983294447
respiratory burst	1.65432111427312	1.85784398439311	-1.76615623659374	NA	0.0254798287913512	0.00408034163052219	0.0087654513885762	NA
phagosome maturation	1.65341551562993	1.99924490445458	-1.66546126330674	1.67946380348613	0.0254798287913512	0.00106702520040394	0.028358435483931	0.00778671511927027
astral microtubule organization	1.82154206825716	NA	NA	NA	0.0255961098139872	NA	NA	NA
mRNA modification	1.75094723944674	NA	NA	1.61954092512642	0.025635432622197	NA	NA	0.0283987418561356
diol biosynthetic process	1.68284414184028	NA	NA	NA	0.0256479825003216	NA	NA	NA
actin crosslink formation	1.74425898003637	NA	NA	NA	0.0256632364575565	NA	NA	NA
Rap protein signal transduction	1.74143819784826	1.59593264900817	NA	1.61434437028295	0.0256632364575565	0.0468621408142475	NA	0.0279874007344608
neurotransmitter receptor internalization	1.57229540005552	1.75860959318392	NA	NA	0.0257703534041018	0.00523227745844047	NA	NA
energy reserve metabolic process	1.50520424468466	2.39890299549275	NA	1.53996503484805	0.0258712194569238	6.37414059080172e-08	NA	0.0140370434484795
positive regulation of cell-matrix adhesion	1.58638343662825	2.26840273011027	NA	NA	0.0259209546216155	4.34598056068724e-06	NA	NA
signaling receptor ligand precursor processing	1.61278898174717	1.80224658414948	NA	NA	0.026221714206479	0.00632233716097293	NA	NA
negative regulation of protein exit from endoplasmic reticulum	1.85348016369265	1.644938556176	NA	NA	0.0262592983749815	0.0354036230248979	NA	NA
regulation of developmental growth	1.32236340155699	2.50671879781059	-1.82315235675904	1.75431728137626	0.0267542923382721	6.64354322305229e-10	9.88416829587712e-06	8.01976596397124e-07
kidney development	1.28354192970738	2.24590534734143	-1.80195102816644	1.41334927221493	0.0268620000910145	6.64354322305229e-10	4.10450602997012e-06	0.00727287444624823
deoxyribonucleoside metabolic process	1.8127256971148	NA	NA	NA	0.0271842474544345	NA	NA	NA
glycosyl compound biosynthetic process	1.74636006710989	NA	NA	1.74701295715992	0.0271842474544345	NA	NA	0.00626721211157273
monocarboxylic acid transport	1.42032997817145	2.05910596366169	NA	1.49269712208415	0.0271977509249065	3.22891256385347e-06	NA	0.0160032846037032
negative regulation of leukocyte chemotaxis	1.69091822716345	NA	NA	1.59727306168851	0.0272442001319746	NA	NA	0.0343939934524756
positive regulation of macrophage chemotaxis	1.68864069186308	1.76020202138389	NA	1.64141225135858	0.0272442001319746	0.0112151736327523	NA	0.0192261234866046
regulation of peptidyl-threonine phosphorylation	1.6472454519085	2.00908354264354	-1.82107632232746	NA	0.0273296366952609	0.000802297620505536	0.00572202294494792	NA
amyloid-beta metabolic process	1.62652958106086	2.00250610380223	NA	NA	0.0273364488970621	0.000331356160233985	NA	NA
nucleoside triphosphate catabolic process	1.85069769633085	1.59546397489477	NA	NA	0.0274572996273744	0.0396688995628413	NA	NA
positive regulation of monoatomic ion transport	1.3887660664291	1.77311077577264	-1.4458532776086	1.47419396777635	0.0275096754738609	0.000180924494440036	0.023252535505672	0.0106939579339977
regulation of nucleotide metabolic process	1.53258065176722	1.8469542913618	NA	1.53459950029585	0.0277295456703458	0.000953592441686059	NA	0.0251413247664307
muscle adaptation	1.52356316416498	2.12983400103177	NA	1.57219636245969	0.0277746461761405	6.75507622564817e-06	NA	0.0116170247734624
Rac protein signal transduction	1.56609639893354	1.85228432044808	NA	1.56338044880074	0.0277753481925537	0.00285095688273282	NA	0.0245030807698182
eyelid development in camera-type eye	1.78396427224338	1.88956814225308	NA	NA	0.0279537358776699	0.00422725039016847	NA	NA
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	1.62802520057668	1.56730365550699	NA	NA	0.0279537358776699	0.0289600526632286	NA	NA
random inactivation of X chromosome	1.70715015523165	NA	NA	NA	0.0280392996686705	NA	NA	NA
regulation of neural precursor cell proliferation	1.52167234009686	1.83210466328425	-1.83221875434931	1.44933522157594	0.0280667323044771	0.000690353146270774	0.00202959855519076	0.0450682381874576
mitochondrial fusion	1.60229651182079	2.14624726292866	NA	NA	0.028085604509279	0.000152622791214779	NA	NA
striated muscle cell development	1.424249205645	1.93726296178903	-1.47883138006524	1.42280420253117	0.0281369623113618	2.83818316822675e-05	0.02762491232689	0.0307763388061388
extracellular matrix assembly	1.62086011081469	1.77036251187129	-2.05910556073914	NA	0.0283528848641789	0.00572839007558191	0.000208890820062782	NA
endosome to plasma membrane protein transport	1.67932957436834	NA	NA	NA	0.02844575311757	NA	NA	NA
sleep	1.67903198989611	NA	NA	NA	0.02844575311757	NA	NA	NA
negative regulation of telomere maintenance via telomere lengthening	1.66015555687175	NA	NA	1.74555511427103	0.0284773687645379	NA	NA	0.00435635093226881
AMP biosynthetic process	1.73064344341125	1.68117386811079	-1.70325808155138	1.70433534800429	0.0285743862056406	0.0245894332802543	0.025393132914388	0.0119868150891837
cytoplasmic sequestering of transcription factor	1.84612263392652	NA	NA	NA	0.0285817691718868	NA	NA	NA
regulation of amyloid fibril formation	1.74702144585109	NA	NA	NA	0.0286320479142773	NA	NA	NA
cellular glucuronidation	-1.66815014279568	NA	NA	NA	0.0287105345860682	NA	NA	NA
regulation of rRNA processing	1.70104119104666	NA	NA	NA	0.0287363919849413	NA	NA	NA
presynapse organization	1.6279013966166	1.58675117158235	NA	1.6927119297555	0.0287363919849413	0.0290169435453298	NA	0.00564628234213962
energy homeostasis	1.49570782988929	2.15368711252757	NA	1.6481688560837	0.0287363919849413	1.24261930066213e-05	NA	0.00799804690680077
regulation of nucleotide biosynthetic process	1.6758422897635	NA	NA	NA	0.028792673081002	NA	NA	NA
regulation of purine nucleotide biosynthetic process	1.6758422897635	NA	NA	NA	0.028792673081002	NA	NA	NA
regulation of glucocorticoid metabolic process	1.79642675193357	NA	NA	NA	0.0289826400443546	NA	NA	NA
protein deneddylation	1.79265423648316	NA	NA	1.55550018108293	0.0289826400443546	NA	NA	0.0410301821402054
establishment of blood-brain barrier	1.74463976749603	NA	NA	NA	0.028985051334239	NA	NA	NA
positive regulation of sequestering of calcium ion	1.78048803860459	NA	NA	NA	0.0290407275322696	NA	NA	NA
regulation of cell migration involved in sprouting angiogenesis	1.55839010283249	1.77840124134502	NA	NA	0.0290948819781488	0.00718468688367184	NA	NA
regulation of protein tyrosine kinase activity	1.57104941622402	2.00895256615052	-2.1371256336293	1.65124261662802	0.0291582808803599	0.000825856854543975	8.66260347431945e-05	0.00939623906857381
response to tumor cell	1.55630984362746	2.03557163925145	NA	NA	0.0291634424596656	0.000602104721063148	NA	NA
response to BMP	1.38485388755767	2.21236490173008	-1.87934206180827	1.65693847544768	0.0291848120589673	5.5826330731624e-08	6.34398434383467e-05	0.000792449438295008
cellular response to BMP stimulus	1.38485388755767	2.21236490173008	-1.87934206180827	1.65693847544768	0.0291848120589673	5.5826330731624e-08	6.34398434383467e-05	0.000792449438295008
thioester biosynthetic process	1.6057325168408	2.13986992987018	1.70457826088006	1.95055398716639	0.0292425530450417	4.62740050336675e-05	0.0188386449973388	0.000226243600588693
acyl-CoA biosynthetic process	1.6057325168408	2.13986992987018	1.70457826088006	1.95055398716639	0.0292425530450417	4.62740050336675e-05	0.0188386449973388	0.000226243600588693
Golgi to lysosome transport	1.7886590569446	1.83047808210241	NA	NA	0.0292574059135137	0.0067846805701603	NA	NA
positive regulation of chemokine (C-X-C motif) ligand 2 production	1.78611477512477	NA	NA	NA	0.0292574059135137	NA	NA	NA
